Gymnodiptychus_dybowskii	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903	16.76838903
Beryx_mollis	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753	13.97365753
Oxygymnocypris_stewartii	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461	11.64471461
Schistura_sikmaiensis	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838	9.703928838
Astronotus_ocellatus	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365	8.086607365
Nessorhamphus_ingolfianus	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471	6.738839471
Sardinops_melanostictus	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559	5.615699559
Kali_indica	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633	4.679749633
Zacco_platypus	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361	3.899791361
Zanclus_cornutus	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134	3.249826134
Carcharhinus_tjutjot	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445	2.708188445
Sebastes_schlegelii	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704	2.256823704
Oreoleuciscus_potanini	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642	1.88068642
Neosalanx_taihuensis	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683	1.567238683
Labeo_lineatus	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236	1.306032236
Spinibarbus_caldwelli	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197	1.088360197
Facciolella_oxyrhyncha	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831	0.906966831
Neohomaloptera_johorensis	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692	0.755805692
Oedalechilus_labeo	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077	0.629838077
Anguilla_bicolor	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064	0.524865064
Cichla_ocellaris	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553	0.437387553
Polydactylus_plebeius	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628	0.364489628
Gonorynchus_abbreviatus	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356	0.303741356
Gobio_gobio	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797	0.253117797
Cyphomyrus_discorhynchus	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498	0.210931498
Cynoglossus_puncticeps	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248	0.175776248
Lophiosilurus_alexandri	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207	0.146480207
Chaetodontoplus_septentrionalis	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839	0.122066839
