Misgurnus_nikolskyi	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422	44.44450422
Nemipterus_bathybius	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124	24.69139124
Zebrias_zebrinus	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958	13.71743958
Squalidus_gracilis	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764	7.620799764
Pimephales_notatus	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647	4.233777647
Thryssa_baelama	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693	2.352098693
Amphiprion_akallopisos	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496	1.306721496
Garra_congoensis	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387	0.725956387
Etheostoma_chuckwachatte	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104	0.403309104
Trypauchen_vagina	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613	0.224060613
Sinocyclocheilus_jii	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118	0.124478118
Istiophorus_platypterus	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451	0.06915451
Synodontis_schoutedeni	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172	0.038419172
Mystus_rhegma	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985	0.021343985
Aetobatus_flagellum	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769	0.011857769
Solenostomus_paradoxus	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765	0.00658765
Branchiostegus_argentatus	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805	0.003659805
Herichthys_cyanoguttatus	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225	0.002033225
Alburnus_mossulensis	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957	0.00112957
Gnathonemus_petersii	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539	0.000627539
Bathyraja_shuntovi	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633	0.000348633
Samariscus_latus	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685	0.000193685
Sinocyclocheilus_anshuiensis	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603	0.000107603

