Labeo_senegalensis	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728	38.78112728
Devario_laoensis	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781	22.81242781
Schismatogobius_ampluvinculus	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518	13.41907518
Xenomystus_nigri	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638	7.893573638
Acheilognathus_yamatsutae	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611	4.643278611
Histiopterus_typus	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359	2.731340359
Synodontis_schoutedeni	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708	1.6066708
Protopterus_aethiopicus	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333	1.338892333
Champsocephalus_gunnari	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611	1.115743611
Chirostoma_humboldtianum	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342	0.929786342
Macrognathus_pancalus	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952	0.774821952
Channa_striata	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496	0.64568496
Oryzias_javanicus	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708	0.5380708
Chiloscyllium_plagiosum	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333	0.448392333
Esox_reichertii	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278	0.373660278
Pardachirus_pavoninus	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565	0.311383565
Pangasius_pangasius	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304	0.259486304
Hexagrammos_lagocephalus	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587	0.216238587
Pristiophorus_japonicus	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822	0.180198822
Lophiomus_setigerus	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685	0.150165685
Clinostomus_elongatus	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071	0.125138071
Triaenodon_obesus	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726	0.104281726
Pteroplatytrygon_violacea	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569	0.094801569
Cynoglossus_itinus	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244	0.086183244
Myrichthys_maculosus	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404	0.078348404
Coilia_grayii	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822	0.071225822
Lophonectes_gallus	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747	0.064750747
Ptychobarbus_kaznakovi	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316	0.058864316
Rhinogobius_rubromaculatus	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014	0.053513014
Centropyge_deborae	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195	0.048648195
Dysalotus_alcocki	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632	0.044225632
