Aperioptus_gracilentus	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983	40.099983
Schizopygopsis_malacanthus	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405	17.72759405
Pagellus_erythrinus	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903	12.47460903
Pseudobagrus_brevicorpus	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626	12.39884626
Cirrhinus_mrigala	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228	6.195247228
Herwigia_kreffti	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717	2.533578717
Esomus_metallicus	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381	1.951935381
Orestias_ascotanensis	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045	1.370292045
Iksookimia_longicorpa	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184	1.147776184
Epalzeorhynchos_bicolor	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019	0.703341019
Pterophyllum_scalare	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227	0.640404227
Coreius_guichenoti	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096	0.459349096
Danacetichthys_galathenus	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852	0.451593852
Scopelogadus_mizolepis	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035	0.437873035
Abbottina_obtusirostris	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011	0.390745011
Macropharyngodon_negrosensis	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624	0.352863624
Cephalopholis_urodeta	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057	0.136015057
Creteuchiloglanis_gongshanensis	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896	0.118714896
Sillago_sihama	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203	0.10708203
Luciosoma_bleekeri	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723	0.077850723
Lophiogobius_ocellicauda	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052	0.076061052
Triphoturus_mexicanus	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872	0.071586872
Luxilus_cornutus	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269	0.054883269
Claea_dabryi	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916	0.009544916
Petromyzon_marinus	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523	0.008053523
Homatula_variegata	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901	0.004175901

